#,Index No,Result
1,16000439,F
2,17000904,D
3,18001319,F
4,19000022,D
5,19000146,D
6,19000571,E
7,19000601,C
8,19000634,C
9,19000693,F
10,19000766,C
11,19000804,C
12,19000871,F
13,19000901,F
14,19001012,F
15,19001304,C
16,19001509,F
17,19001533,F
18,19001584,F
19,19001691,F
20,19001703,F
21,19001711,F
22,19001738,D+
23,19001797,F
24,19001959,B
25,20000091,C
26,20000189,C
27,20000227,C
28,20000235,D+
29,20000243,F
30,20000261,F
31,20000324,C
32,20000342,C
33,20000383,C
34,20000405,E
35,20000456,C
36,20000464,F
37,20000529,F
38,20000601,C
39,20000626,C
40,20000634,B
41,20000677,F
42,20000685,D+
43,20000723,C
44,20000731,C
45,20000758,C
46,20000774,D
47,20000812,C
48,20000855,D+
49,20000898,C
50,20000936,F
51,20000952,F
52,20000979,D
53,20001012,D+
54,20001071,C
55,20001101,C
56,20001126,F
57,20001142,C
58,20001169,F
59,20001215,C
60,20001241,C
61,20001258,D+
62,20001266,C
63,20001312,F
64,20001355,E
65,20001401,D+
66,20001428,D
67,20001444,F
68,20001452,C
69,20001479,D
70,20001487,C
71,20001584,D
72,20001614,D
73,20001622,D
74,20001649,D
75,20001703,C
76,20001721,C
77,20001738,F
78,20001802,C-
79,20001843,C-
80,20001886,D
81,20001916,C
82,20001975,D+
83,20001991,F
84,20002017,E
85,20002106,C-
86,20002173,D
87,20002203,C
88,20002221,D
89,20002238,F
90,20001096,D
